Code;Libellé;Date (M);Type;Types de notices(M);Usages (zones et sous zones) (M);Nom du référentiel;Nom_usage/web;Notes internes au document;Règle de contrôle;NORME Externe;Modalité de mise à jour;Valeur fixe;Responsable;Commentaire;CODE ou LISTE
cuivre argenté;cuivre argenté;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
ivoire;ivoire;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
matériau plastique;matériau plastique;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
métal;métal;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier albuminé;papier albuminé;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier Arches;papier Arches;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier aristotype;papier aristotype;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier bible contrecollé;papier bible contrecollé;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier chine;papier chine;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier chine appliqué;papier chine appliqué;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier de couleur;papier de couleur;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier japon;papier japon;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier japon appliqué;papier japon appliqué;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier Lana;papier Lana;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier oriental autre que chine et japon;papier oriental autre que chine et japon;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier plastifié;papier plastifié;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier R.C. Voir : papier plastifié;papier R.C. Voir : papier plastifié;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier Rives;papier Rives;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier salé;papier salé;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier vélin;papier vélin;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
papier vergé;papier vergé;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
parchemin;parchemin;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
porcelaine;porcelaine;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
tissu;tissu;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
verre;verre;;Image fixe;B;B 285 $g;B285zg;Matériau du document ;;;;;;;;LISTE
algraphie. Voir : lithographie;algraphie. Voir : lithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
ambrotype;ambrotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
aquarelle;aquarelle;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
aquatinte;aquatinte;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
autochrome;autochrome;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
autographie. Voir : lithographie;autographie. Voir : lithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
belinogramme;belinogramme;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
bichromates. Voir : procédés aux bichromates;bichromates. Voir : procédés aux bichromates;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
bromure d'argent. Voir : procédé au bromure d'argent;bromure d'argent. Voir : procédé au bromure d'argent;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
burin;burin;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
calotype;calotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
camaïeu;camaïeu;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
carborundum;carborundum;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
charbon (tirage). Voir : tirage au charbon;charbon (tirage). Voir : tirage au charbon;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
chimigramme;chimigramme;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
chromolithographie. Voir : lithographie;chromolithographie. Voir : lithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
cibachrome;cibachrome;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
clair-obscur (estampe). Voir : camaïeu;clair-obscur (estampe). Voir : camaïeu;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
cliché-verre;cliché-verre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
collagraphie;collagraphie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
collodion. Voir : procédé au collodion;collodion. Voir : procédé au collodion;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
collotype. Voir : phototypie;collotype. Voir : phototypie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
contre-épreuve;contre-épreuve;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
contretype;contretype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
couleur (impression monochrome);couleur (impression monochrome);13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
couleurs (épreuve coloriée);couleurs (épreuve coloriée);13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
couleurs (impression);couleurs (impression);13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
couleurs (rehauts). Voir : rehauts;couleurs (rehauts). Voir : rehauts;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
crachis;crachis;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
craie de couleur;craie de couleur;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
craie noire;craie noire;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
crayon de couleur;crayon de couleur;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
crayon graphite;crayon graphite;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
crayon noir;crayon noir;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
crevé. Voir : eau-forte;crevé. Voir : eau-forte;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
cyanotype;cyanotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
daguerréotype;daguerréotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
dessin aux trois crayons;dessin aux trois crayons;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
dessin photogénique;dessin photogénique;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
dessin piqué pour poncif;dessin piqué pour poncif;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
dessin repassé à la pointe;dessin repassé à la pointe;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
dessin reporté par poncif;dessin reporté par poncif;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
diapositive;diapositive;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
dye-transfer;dye-transfer;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
eau-forte;eau-forte;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
effet Sabbatier. Voir : solarisation;effet Sabbatier. Voir : solarisation;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
ektachrome. Voir : inversible couleur;ektachrome. Voir : inversible couleur;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
émail photographique;émail photographique;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
empreinte;empreinte;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
encre de Chine de couleur;encre de Chine de couleur;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
encre de Chine noire;encre de Chine noire;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
encre métallogallique de couleur;encre métallogallique de couleur;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
encre métallogallique noire;encre métallogallique noire;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
estampage;estampage;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
estompe;estompe;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
ferrotype;ferrotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
feutre;feutre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
film Polaroïd. Voir : Polaroïd;film Polaroïd. Voir : Polaroïd;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
flocage. Voir : sérigraphie;flocage. Voir : sérigraphie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
Fresson (tirage). Voir : tirage Fresson;Fresson (tirage). Voir : tirage Fresson;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
fujichrome;fujichrome;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
fusain;fusain;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gaufrage;gaufrage;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gélatino-bromure d'argent. Voir : procédé au bromure d'argent;gélatino-bromure d'argent. Voir : procédé au bromure d'argent;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gillotage;gillotage;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gomme bichromatée. Voir : procédés aux bichromates;gomme bichromatée. Voir : procédés aux bichromates;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gouache;gouache;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure au carborundum. Voir : carborundum;gravure au carborundum. Voir : carborundum;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure au lavis. Voir : manière de lavis;gravure au lavis. Voir : manière de lavis;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure au pochoir. Voir : pochoir;gravure au pochoir. Voir : pochoir;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure au pointillé;gravure au pointillé;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure aux outils;gravure aux outils;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure aux trois crayons. Voir : manière de crayon;gravure aux trois crayons. Voir : manière de crayon;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure en champlevée;gravure en champlevée;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure en criblé;gravure en criblé;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure sur acier;gravure sur acier;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure sur albâtre;gravure sur albâtre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure sur bois;gravure sur bois;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure sur bois de bout;gravure sur bois de bout;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure sur bois de fil;gravure sur bois de fil;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gravure sur linoléum. Voir : linogravure;gravure sur linoléum. Voir : linogravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gypsographie;gypsographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
gypsotypie;gypsotypie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
héliogravure;héliogravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
huile;huile;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
ilfochrome. Voir : cibachrome;ilfochrome. Voir : cibachrome;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
inversible couleur;inversible couleur;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
jet d'encre (tirage). Voir : tirage jet d'encre;jet d'encre (tirage). Voir : tirage jet d'encre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
kallitype;kallitype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
kodachrome;kodachrome;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
lambda (tirage). Voir : tirage lambda;lambda (tirage). Voir : tirage lambda;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
lavis d'encre;lavis d'encre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
lavis lithographique. Voir  : lithographie;lavis lithographique. Voir  : lithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
linogravure;linogravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
lithographie;lithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
macrophotographie;macrophotographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
manière de crayon;manière de crayon;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
manière de criblé. Voir : gravure en criblé;manière de criblé. Voir : gravure en criblé;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
manière de lavis;manière de lavis;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
manière de pastel;manière de pastel;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
manière noire;manière noire;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
mezzotinte. Voir : manière noire;mezzotinte. Voir : manière noire;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
mica;mica;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
microphotographie;microphotographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
mine de plomb. Voir : crayon graphite;mine de plomb. Voir : crayon graphite;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
mise au carreau;mise au carreau;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
monotype;monotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
morsure ouverte. Voir : eau-forte;morsure ouverte. Voir : eau-forte;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
offset;offset;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
panotype;panotype;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pastel gras;pastel gras;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pastel sec;pastel sec;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photochromie;photochromie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photocollographie. Voir : phototypie;photocollographie. Voir : phototypie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photoglyptie;photoglyptie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photogramme;photogramme;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photogravure;photogravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photolithographie;photolithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
photomontage;photomontage;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
phototypie;phototypie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pierre noire;pierre noire;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pinceau;pinceau;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
planche-contact;planche-contact;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
plastogravure;plastogravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
platine/palladium (tirage). Voir : tirage platine/palladium;platine/palladium (tirage). Voir : tirage platine/palladium;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
plume;plume;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pochoir;pochoir;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pointe sèche;pointe sèche;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
polacolor;polacolor;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
Polaroïd;Polaroïd;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
poncif, dessin piqué pour. Voir : dessin piqué pour poncif;poncif, dessin piqué pour. Voir : dessin piqué pour poncif;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
poncif, dessin reporté par. Voir : dessin reporté par poncif;poncif, dessin reporté par. Voir : dessin reporté par poncif;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
procédé au bromure d'argent;procédé au bromure d'argent;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
procédé au collodion;procédé au collodion;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
procédé au sucre;procédé au sucre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
procédés aux bichromates;procédés aux bichromates;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
procédés pigmentaires;procédés pigmentaires;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
pyrogravure. Voir : gravure sur bois;pyrogravure. Voir : gravure sur bois;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
rayogramme. Voir : photogramme;rayogramme. Voir : photogramme;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
rehauts;rehauts;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
report lithographique. Voir : lithographie;report lithographique. Voir : lithographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
roulette. Voir : gravure aux outils;roulette. Voir : gravure aux outils;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
sanguine;sanguine;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
sépia;sépia;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
sérigraphie;sérigraphie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
similigravure;similigravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
solarisation;solarisation;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
sténopé;sténopé;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
stylo à bille;stylo à bille;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
stylographe;stylographe;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
sucre. Voir : procédé au sucre;sucre. Voir : procédé au sucre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
superposition. Voir : surimpression;superposition. Voir : surimpression;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
surimpression;surimpression;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tache;tache;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
techniques mixtes;techniques mixtes;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tirage au charbon;tirage au charbon;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tirage Fresson;tirage Fresson;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tirage jet d'encre;tirage jet d'encre;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tirage lambda;tirage lambda;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tirage numérique;tirage numérique;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
tirage platine/palladium;tirage platine/palladium;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
trois crayons (dessin). Voir : dessin aux trois crayons;trois crayons (dessin). Voir : dessin aux trois crayons;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
trois crayons (gravure). Voir : manière de crayon;trois crayons (gravure). Voir : manière de crayon;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
typogravure;typogravure;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
vernis mou;vernis mou;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
virage;virage;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
woodburytype. Voir : photoglyptie;woodburytype. Voir : photoglyptie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
xylographie. Voir : gravure sur bois;xylographie. Voir : gravure sur bois;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
zincographie;zincographie;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
zincographie. Voir : lithographie ou eau-forte;zincographie. Voir : lithographie ou eau-forte;13/05/2015;Image fixe;B;B 285 $j;B285zj;Techique de l'image;;;;;;;;LISTE
76120;Supplément de;16/09/20114;;B;B 376 $k;B376zk;toto;;un code ne peut avoir plus de 10 caractères;;;;;;CODE
76620;A comme supplément;16/09/20114;;B;B 376 $k;B376zk;toto;;un code ne peut avoir plus de 10 caractères;;;;;;CODE
77010;Est une autre édition de;16/09/20114;;B;B 376 $k;B376zk;toto;;un code ne peut avoir plus de 10 caractères;;;;;;CODE
77020;Est une édition dans une autre langue de;16/09/20114;;B;B 376 $k;B376zk;toto;;un code ne peut avoir plus de 10 caractères;;;;;;CODE
